property1,property2,property3,property4,property6,property7,index,url
"Agliate, San Pietro",,,,45.68617496,9.239499807,693,http://mappinggothic.org/building/1410
"Lomello, Santa Maria Maggiore",,,,45.12139893,8.792108536,694,http://mappinggothic.org/building/1411
Rivolta d’Adda,,,,45.47081386,9.512685657,695,http://mappinggothic.org/building/1412
Aosta Cathedral,,,,45.73809814,7.318029881,696,http://mappinggothic.org/building/1413
"Aime, Saint-Martin",,,,45.55690002,6.653247356,697,http://mappinggothic.org/building/1414
"Vercelli, Basilica di Sant’Andrea",,,,45.32881546,8.419289589,698,http://mappinggothic.org/building/1415
"Aquileia, Cathedral",,,,45.76984024,13.37135339,699,http://mappinggothic.org/building/1416
"Cividale del Friuli, Tempietto Longobardo",,,,46.09350204,13.43229961,700,http://mappinggothic.org/building/1417
"Gemona del Friuli, San Cristoforo",,,,46.27566147,13.1420002,701,http://mappinggothic.org/building/1418
"Venzone, Cathedral",,,,46.33270264,13.13860035,702,http://mappinggothic.org/building/1419
"Verona, San Zeno",,,,45.44260025,10.97941589,703,http://mappinggothic.org/building/1420
"Verona, Duomo",,,,45.44738759,10.99716425,704,http://mappinggothic.org/building/1421
"Verona, San Anastasia",,,,45.44540024,11.00032139,705,http://mappinggothic.org/building/1422
"Verona, San Ferme",,,,45.43909836,10.9999876,706,http://mappinggothic.org/building/1423
"Brescia, Duomo Vecchio",,,,45.53829056,10.22148967,707,http://mappinggothic.org/building/1424
"Almenno San Bartolomeo, San Tomè",,,,45.7397995,9.592805386,708,http://mappinggothic.org/building/1425
"Civate, San Pietro al Monte",,,,45.83478928,9.319428444,709,http://mappinggothic.org/building/1427
"Vercelli, Sant’Andrea",,,,45.32881927,8.419239998,710,http://mappinggothic.org/building/1428
"Nicosia, Cathedral of Holy Wisdom (Selimiye Mosque)",,,,35.17655103,33.36468494,711,http://mappinggothic.org/building/1431
"Famagusta, SS Peter and Paul (Sinan Pasha Mosque)",,,,35.12402745,33.94053322,712,http://mappinggothic.org/building/1433
"Famagusta, Cathedral of St. George of the Greeks",,1340,,35.12396156,33.94352269,713,http://mappinggothic.org/building/1434
"Famagusta, Nestorian Church of St. George the Exiler",,,,35.12532322,33.93866568,714,http://mappinggothic.org/building/1436
"Famagusta, St. George of the Latins",,,,35.12672364,33.94293278,715,http://mappinggothic.org/building/1437
"Famagusta, Cathedral of St. Nicholas (Lala Mustafa Pasha Mosque)",,,,35.1249467,33.9427343,716,http://mappinggothic.org/building/1438
"Khurramabad, Pul-i-Kashgan Bridge",,,,33.31508954,47.84332275,717,http://mappinggothic.org/building/1459
junker,,,,,,718,http://mappinggothic.org/building/1460
"Carpasia, Agios Philon",,,,35.63092071,34.37358022,719,http://mappinggothic.org/building/1461
Agia Trias,,,,,,720,http://mappinggothic.org/building/1462
"Yialousa, Agia Trias",,,,35.53391664,34.18999562,721,http://mappinggothic.org/building/1463
"Nicosia, Our Lady of Tyre",,,,35.17501741,33.35820317,722,http://mappinggothic.org/building/1464
"Nicosia, Bedestan (Church of St. Nicholas)",,,,35.17618636,33.36424834,723,http://mappinggothic.org/building/1465
"Nicosia, Church of St. Mary of the Augustinian’s (Omerie)",,,,35.17209266,33.36564362,724,http://mappinggothic.org/building/1466
"Nicosia, Yeni Djami (The New Mosque)",,1350,,35.17975949,33.36830437,725,http://mappinggothic.org/building/1467
"Nicosia, Haydar Pasha Mosque (Church of St. Catherine)",,,,35.17758071,33.36617953,726,http://mappinggothic.org/building/1468
"Nicosia, The Church of St. George of the Latins",,,,35.17689048,33.36131562,727,http://mappinggothic.org/building/1469
"Nicosia, Church of Tripiotis",,,,35.17156599,33.36253146,728,http://mappinggothic.org/building/1470
"Nicosia, Church of St. John Bibi",,,,35.17327481,33.36798197,729,http://mappinggothic.org/building/1471
"Nicosia, Iblik-Bazaar Mosque",,,,35.17703442,33.36191535,730,http://mappinggothic.org/building/1472
"Kiti, Panayia Angeliktisti",,,,34.84756704,33.57097208,731,http://mappinggothic.org/building/1473
"Nicosia, Mosque of That-el-Kalah",,,,35.17527612,33.36915195,732,http://mappinggothic.org/building/1476
"Istanbul, Hagia Sophia",,0,,41.00863632,28.97993684,733,http://mappinggothic.org/building/1484
Hippodrome,,,,,,734,http://mappinggothic.org/building/1485
"Istanbul, Hagia Eirene",,,,41.00955927,28.98119211,735,http://mappinggothic.org/building/1486
Fethiye Camii (Church of Pammakaristos),,,,,,736,http://mappinggothic.org/building/1488
"Istanbul, Hagia Euphemia",,,,41.00738749,28.97511423,737,http://mappinggothic.org/building/1490
"Venice, San Marco",,,,45.43458553,12.33991752,738,http://mappinggothic.org/building/1492
"Syracuse, Temple of Apollo",,,,37.06393677,15.29302657,739,http://mappinggothic.org/building/1493
"Corfu, Temple of Artemis",,,,39.62337037,19.91329978,740,http://mappinggothic.org/building/1494
"Athens, The Parthenon",The Parthenon,,,37.97148689,23.72670014,741,http://mappinggothic.org/building/1495
"Corinth, Temple of Apollo",,,,37.93267748,22.93355672,742,http://mappinggothic.org/building/1496
"Olympia, Temple of Zeus",,,,37.6378784,21.63005331,743,http://mappinggothic.org/building/1497
"Paestum, Temple of Hera",,,,40.41930802,15.00538516,744,http://mappinggothic.org/building/1498
"Selinus, Temple C",Temple C,,,37.58257473,12.82534657,745,http://mappinggothic.org/building/1499
"Bassae, Temple of Apollo",,,,37.42976213,21.90021105,746,http://mappinggothic.org/building/1500
"Istanbul, Bodrum Camii",,,,41.00853794,28.95563264,747,http://mappinggothic.org/building/1501
"Istanbul, Hagios Polyeuktos",,,,41.01408316,28.95326505,748,http://mappinggothic.org/building/1502
"Istanbul, Christos ho Pantekrator",,,,41.01980478,28.95716606,749,http://mappinggothic.org/building/1503
"Istanbul, Hag. Andreas en te Krisei",,,,41.00335119,28.92863997,750,http://mappinggothic.org/building/1504
"Yeroskipos, St. Paraskevi",St. Paraskevi,,,34.76743,32.46695876,751,http://mappinggothic.org/building/1505
"Peristerona, SS. Barnabas and Hilarion",,,,35.13026143,33.0804945,752,http://mappinggothic.org/building/1506
"Ani, Holy Virgin Cathedral",,,,40.50615901,43.57296169,753,http://mappinggothic.org/building/1507
"Norwich, Cathedral",,,,52.63192252,1.301267147,754,http://mappinggothic.org/building/1508
"Villereal, Notre Dame",,,,44.6373139,0.74439764,755,http://mappinggothic.org/building/1509
Monpazier,,,,44.68059249,0.895112848,756,http://mappinggothic.org/building/1510
"Abud, Church of St. Mary",,,,32.01470681,35.06928086,757,http://mappinggothic.org/building/1512
"Ain Karim, St. John the Baptist",,,,31.76781217,35.16340146,758,http://mappinggothic.org/building/1513
"Allar As-Sufla, Abbey Church",,,,,,759,http://mappinggothic.org/building/1514
"Acre, Church of St. John",,,,,,760,http://mappinggothic.org/building/1517
"Ain adh-Dhirwa, Remains of a Medieval Tower",,,,,,761,http://mappinggothic.org/building/1518
"Ain al-Habis, Church of St John",Church of St John,,,,,762,http://mappinggothic.org/building/1519
"Ain al-Kanisa, Church",,,,31.7036883,35.10879517,763,http://mappinggothic.org/building/1520
"Ain al-Ma’mudiya, Chapel of St John the Baptist",,,,31.53580342,35.03661156,764,http://mappinggothic.org/building/1521
"Ain Jidi, Crusader Convent",,,,,,765,http://mappinggothic.org/building/1522
"Allar as-Sufla, Abbey Church",,,,31.71537121,35.04631042,766,http://mappinggothic.org/building/1523
"Amwas, Church",Church,,,31.83928359,34.98932958,767,http://mappinggothic.org/building/1524
"Arsuf, Church of St Mary",,,,32.19716728,34.80752945,768,http://mappinggothic.org/building/1525
"Artas, Church",Church,,,31.68236319,35.17951965,769,http://mappinggothic.org/building/1526
"Ascalon, Cathedral of St John",,,,31.6762,34.565,770,http://mappinggothic.org/building/1527
"Ascalon, Church (formerly the Green Mosque)",,,,31.66337982,34.54422897,771,http://mappinggothic.org/building/1528
"Ascalon, Church of St Mary",,,,31.6762,34.565,772,http://mappinggothic.org/building/1529
"Ascalon, Church",,,,31.66192785,34.54536623,773,http://mappinggothic.org/building/1530
"Abud, Church of St Abdia",,,,32.02523156,35.06484985,774,http://mappinggothic.org/building/1531
"Abud, St Anastasia",,,,32.01104061,35.06210327,775,http://mappinggothic.org/building/1532
Arch of Galerius,,,,40.63278672,22.94724107,776,http://mappinggothic.org/building/1535
"Thessaloniki, Palace",,,,40.63018122,22.94539223,777,http://mappinggothic.org/building/1536
"Thessaloniki, Hagia Sophia",,,,40.65509705,22.93683786,778,http://mappinggothic.org/building/1537
"Carcassonne, Cathédrale Saint-Michel",,,,43.2109392,2.35101566,779,http://mappinggothic.org/building/1549
"Arsuf, Castle Chapel",,,,32.18612661,34.81164932,780,http://mappinggothic.org/building/1551
"Ain Karim, Abbey Church of St John in the Woods",,,,31.76741529,35.16793251,781,http://mappinggothic.org/building/1552
"San Francisco, Golden Gate Bridgggg",,1933,,37.80703526,-122.4652222,782,http://mappinggothic.org/building/1553
"Ascalon, Church (?of St Mary)",,,,,,783,http://mappinggothic.org/building/1554
"Ascalon, Church",,,,31.66747078,34.54804844,784,http://mappinggothic.org/building/1555
"Ascalon, Hospital (of the Monastery of St Theodosius)",,,,,,785,http://mappinggothic.org/building/1556
"Ascalon, Chapel of St Michael",,,,,,786,http://mappinggothic.org/building/1557
"Ascalon, Church",,,,,,787,http://mappinggothic.org/building/1558
"Ascalon, Church (formerly mosque)",,,,,,788,http://mappinggothic.org/building/1559
Ascalon Church (formerly mosque),,,,,,789,http://mappinggothic.org/building/1560
"Askar, Priory",,,,32.21285436,35.29230118,790,http://mappinggothic.org/building/1561
"Atlit, Castle Chapel",,,,32.69347434,34.9464035,791,http://mappinggothic.org/building/1562
"Atlit, Parish Church",,,,32.69058498,34.94915009,792,http://mappinggothic.org/building/1563
"al-Ba’ina, Abbey Church of St George",,,,32.93200997,35.27189493,793,http://mappinggothic.org/building/1564
"al-Ba’ina, Parish Church of St Barbara",,,,32.93190191,35.27513504,794,http://mappinggothic.org/building/1565
"Baisan, Mosque of Forty Martyrs (? on foundation of Romanesque church)",,,,,,795,http://mappinggothic.org/building/1566
"Bait Jala, Church of St Nicolas",,,,31.71602833,35.19093513,796,http://mappinggothic.org/building/1567
"Bait Jibrin, Church in the Castle",,,,31.60871011,34.88924026,797,http://mappinggothic.org/building/1568
"Bait Jirbin, Monestary Curch of St George",,,,31.61338823,34.89198685,798,http://mappinggothic.org/building/1569
"Kh. Bait Jiz, Parish Church",,,,31.80885443,34.97841835,799,http://mappinggothic.org/building/1570
"Bait Nuba, Church",,,,31.85319124,35.02820015,800,http://mappinggothic.org/building/1571
"Bait Surio, Parish Church",,,,31.81753387,35.14707565,801,http://mappinggothic.org/building/1572
"Baitin, Chapel or Parish Church",,,,31.92672288,35.2428627,802,http://mappinggothic.org/building/1573
"Khirbat Bal’ama, Church of St Job",,,,32.44262023,35.28028488,803,http://mappinggothic.org/building/1574
"Bani Na’im, Tomb of Lot",,,,,,804,http://mappinggothic.org/building/1575
"Banyas, Cathedral Church",Cathedral Church,,,,,805,http://mappinggothic.org/building/1576
"Baptism, Place of, Chapel (of Christ’s Baptism)",,,,31.83911953,35.54927826,806,http://mappinggothic.org/building/1577
"Barfilia, ?Parish Church",,,,31.91331812,34.98313904,807,http://mappinggothic.org/building/1578
"Beufort Castle, Castle Chapel",,,,,,808,http://mappinggothic.org/building/1579
"Beirut, Cathedral Church (? of St John the Baptist)",,,,33.89767906,35.50525635,809,http://mappinggothic.org/building/1580
"Beirut, Church of St George",,,,33.90652041,35.50498962,810,http://mappinggothic.org/building/1581
"Beirut, Church of St George (al-Khidr)",,,,33.906093,35.49795151,811,http://mappinggothic.org/building/1582
"Beirut, Church of St Mark",,,,33.90452581,35.48988342,812,http://mappinggothic.org/building/1583
"Beirut, Church (of St Mary Latin)",,,,33.90367096,35.48267365,813,http://mappinggothic.org/building/1584
"Beirut, Church of the Savior (or St Francis)",,,,33.90139133,35.47563553,814,http://mappinggothic.org/building/1585
"Beirut, Chapel of St Simon (and St Jude)",,,,33.89911164,35.47529221,815,http://mappinggothic.org/building/1586
"Beirut, Chapel",,,,33.88813978,35.46705246,816,http://mappinggothic.org/building/1587
"Beirut, Monestery of St Michael de Clusa, or in the Sea",,,,33.88186951,35.46756744,817,http://mappinggothic.org/building/1588
"Beirut, Church and Hospital of St Nicolas",,,,33.90424086,35.52833557,818,http://mappinggothic.org/building/1589
"Beirut, Church of St Bartholomew",,,,33.90452581,35.52215576,819,http://mappinggothic.org/building/1590
"Beirut, Church of St Lawrence",,,,33.87303335,35.47477722,820,http://mappinggothic.org/building/1591
"Beirut, Church of St Barbara",,,,33.87004025,35.47838211,821,http://mappinggothic.org/building/1592
"Beirut, Chapel (of the Maronites)",,,,,,822,http://mappinggothic.org/building/1593
"Belvier, Church and Hospital of St Michaell",,,,,,823,http://mappinggothic.org/building/1594
"Belvoir Castle, Chapel",,,,32.59547305,35.5219841,824,http://mappinggothic.org/building/1595
"Bethalla, Chapel",,,,,,825,http://mappinggothic.org/building/1596
"Bethany, Abbey Church of St Lazarus",,,,31.77442039,35.26543617,826,http://mappinggothic.org/building/1597
"Bethany, New Abbey Church of St Lazarus",,,,31.77115282,35.26023431,827,http://mappinggothic.org/building/1598
"Bethlehem, Church of St Mary (or the Holy Nativity)",,,,31.70202702,35.20722151,828,http://mappinggothic.org/building/1599
"Bethlehem, Church of St Nicolas and Eustochium (overlying Cave-church of St Mary, Milk Grotto)",,,,31.69726207,35.20217896,829,http://mappinggothic.org/building/1600
"Bethlehem, Chapel of St Joseph",,,,31.69521727,35.20973206,830,http://mappinggothic.org/building/1601
"Bethpage, Chapel of the Savior",,,,31.78142497,35.27470589,831,http://mappinggothic.org/building/1602
"Bir Ma’in, Parish Church",,,,,,832,http://mappinggothic.org/building/1603
"al-Bira, Parish CHurch of St Mary",,,,31.91113238,35.22226334,833,http://mappinggothic.org/building/1604
"Burj al-Hammar, Chapel",,,,31.71339983,35.31968117,834,http://mappinggothic.org/building/1605
"Caesarea, Cathedral Church of St Peter",,,,32.50099416,34.89191294,835,http://mappinggothic.org/building/1606
"Caesarea, Chapel of St Cornelius",,,,32.49360005,34.89679337,836,http://mappinggothic.org/building/1607
"Caesarea, Church (of St John the Baptist)",,,,32.5033196,34.89305019,837,http://mappinggothic.org/building/1608
"Caesarea, Church of St Lawrence",,,,32.49070424,34.89198685,838,http://mappinggothic.org/building/1609
"Caesarea, Leper House of St Lazarus",,,,32.4970749,34.88718033,839,http://mappinggothic.org/building/1610
"Caesarea, Chapel of St Mary Magdalene",,,,32.48722915,34.88580704,840,http://mappinggothic.org/building/1611
"Caesarea, Church",,,,32.50981485,34.89336014,841,http://mappinggothic.org/building/1612
"Caesarea, House of the Teutonic Knights",,,,32.47216887,34.88649368,842,http://mappinggothic.org/building/1613
"Caesarea, Church of St Paul’s Prison",,,,32.48201626,34.88237381,843,http://mappinggothic.org/building/1614
"Caesarea, Church and Hospital of St Micheal",,,,32.49186258,34.87962723,844,http://mappinggothic.org/building/1615
"Caesarea, Vaulted Building",,,,32.47969933,34.89473343,845,http://mappinggothic.org/building/1616
"Choziba, Church and Monastery of St Mary in Choziba",,,,31.84320273,35.42104721,846,http://mappinggothic.org/building/1617
"Choziba, Chapel of Sts John and George",,,,31.83561949,35.41778564,847,http://mappinggothic.org/building/1618
"Choziba, Cave-church of St Joachim",,,,31.83970285,35.41744232,848,http://mappinggothic.org/building/1619
"Choziba, Chapel of St Anne in the Hermitage of St John of Choziba",,,,31.83780703,35.42104721,849,http://mappinggothic.org/building/1620
"Dabburiya, Parish Church",,,,32.69376327,35.37057877,850,http://mappinggothic.org/building/1621
"Dair al-Balah, Parish Church (? of St George)",,,,31.40088213,34.38541412,851,http://mappinggothic.org/building/1622
"Khirbat Dair al-Fioya, Chapel",,,,32.03971135,35.28217316,852,http://mappinggothic.org/building/1623
"Dair al-Kaukab, Monastery of St Elias (Mar Elia)",,,,32.00812937,35.08356094,853,http://mappinggothic.org/building/1624
"Dair Hajla, Monastery Church of Our Lady of Kalamon",,,,31.82424347,35.50670624,854,http://mappinggothic.org/building/1625
"Damietta, Cathedral Church of St Mary",,,,,,855,http://mappinggothic.org/building/1626
"Damietta, Church of St Bartholus",,,,,,856,http://mappinggothic.org/building/1627
"Dayr Dakariya, Church (of St Zacharias?)",,,,31.70894579,34.94125366,857,http://mappinggothic.org/building/1628
"Fahma, Parish Church",,,,32.38146435,35.17248154,858,http://mappinggothic.org/building/1629
"al-Fula, Castle Chapel",,,,32.60704221,35.30088425,859,http://mappinggothic.org/building/1630
"al-Fula, Parish Church",,,,32.60443928,35.30569077,860,http://mappinggothic.org/building/1631
"Gaza, Parish Church",,,,31.52182984,34.43459511,861,http://mappinggothic.org/building/1632
"Gaza, Church (of St Porphyrius)",,,,31.52760974,34.43219185,862,http://mappinggothic.org/building/1633
